VALOR;UNIDAD;VIGENCIADESDE;VIGENCIAHASTA
2,027.33;COP;29/12/10;29/12/10
1,964.57;COP;28/12/10;28/12/10
1,939.54;COP;25/12/10;27/12/10
1,928.33;COP;24/12/10;24/12/10
1,934.44;COP;23/12/10;23/12/10
1,934.96;COP;22/12/10;22/12/10
1,928.71;COP;21/12/10;21/12/10
1,923.13;COP;18/12/10;20/12/10
1,916.09;COP;17/12/10;17/12/10
1,905.84;COP;16/12/10;16/12/10
1,899.89;COP;15/12/10;15/12/10
1,894.12;COP;14/12/10;14/12/10
1,911.87;COP;11/12/10;13/12/10
1,902.72;COP;10/12/10;10/12/10
1,880.82;COP;8/12/10;9/12/10
1,889.75;COP;7/12/10;7/12/10
1,896.73;COP;4/12/10;6/12/10
1,920.00;COP;3/12/10;3/12/10
1,933.58;COP;2/12/10;2/12/10
1,932.63;COP;1/12/10;1/12/10
1,916.96;COP;30/11/10;30/11/10
1,906.69;COP;27/11/10;29/11/10
1,889.11;COP;25/11/10;26/11/10
1,892.84;COP;24/11/10;24/11/10
1,882.00;COP;23/11/10;23/11/10
1,875.39;COP;20/11/10;22/11/10
1,865.82;COP;19/11/10;19/11/10
1,875.78;COP;18/11/10;18/11/10
1,880.98;COP;17/11/10;17/11/10
1,861.74;COP;13/11/10;16/11/10
1,858.01;COP;11/11/10;12/11/10
1,836.27;COP;10/11/10;10/11/10
1,828.28;COP;9/11/10;9/11/10
1,817.70;COP;6/11/10;8/11/10
1,821.05;COP;5/11/10;5/11/10
1,840.51;COP;4/11/10;4/11/10
1,845.51;COP;3/11/10;3/11/10
1,831.64;COP;30/10/10;2/11/10
1,839.90;COP;29/10/10;29/10/10
1,846.41;COP;28/10/10;28/10/10
1,838.45;COP;27/10/10;27/10/10
1,830.96;COP;26/10/10;26/10/10
1,823.05;COP;23/10/10;25/10/10
1,816.28;COP;22/10/10;22/10/10
1,812.60;COP;21/10/10;21/10/10
1,817.45;COP;20/10/10;20/10/10
1,807.88;COP;16/10/10;19/10/10
1,801.20;COP;15/10/10;15/10/10
1,791.56;COP;14/10/10;14/10/10
1,786.77;COP;13/10/10;13/10/10
1,786.37;COP;9/10/10;12/10/10
1,786.20;COP;8/10/10;8/10/10
1,796.29;COP;7/10/10;7/10/10
1,802.43;COP;6/10/10;6/10/10
1,802.09;COP;5/10/10;5/10/10
1,795.93;COP;2/10/10;4/10/10
1,801.01;COP;1/10/10;1/10/10
1,799.89;COP;30/09/10;30/09/10
1,804.06;COP;29/09/10;29/09/10
